image_id,file_name,split,damage_count,total_damage_area,dominant_damage,has_dent,has_scratch,has_crack,has_glass_shatter,has_lamp_broken,has_tire_flat
2889,002889.jpg,train2017,2,160508.0,dent,1,0,0,0,0,0
2890,002890.jpg,train2017,3,69044.0,lamp broken,0,1,1,0,1,0
2891,002891.jpg,train2017,2,8463.0,dent,1,1,0,0,0,0
2894,002894.jpg,train2017,1,223470.0,dent,1,0,0,0,0,0
2896,002896.jpg,train2017,3,317572.0,dent,1,1,0,0,0,0
2897,002897.jpg,train2017,1,221845.0,dent,1,0,0,0,0,0
2900,002900.jpg,train2017,1,138192.0,dent,1,0,0,0,0,0
2901,002901.jpg,train2017,5,104179.0,dent,1,1,0,0,0,0
2902,002902.jpg,train2017,3,63347.0,dent,1,1,0,0,0,0
2903,002903.jpg,train2017,2,112895.0,scratch,0,1,0,0,0,0
2904,002904.jpg,train2017,5,21656.0,scratch,0,1,0,0,0,0
2905,002905.jpg,train2017,3,79795.0,dent,1,1,0,0,0,0
2906,002906.jpg,train2017,1,23601.0,scratch,0,1,0,0,0,0
2907,002907.jpg,train2017,2,123200.0,dent,1,0,0,0,0,0
2910,002910.jpg,train2017,2,35956.0,dent,1,1,0,0,0,0
2911,002911.jpg,train2017,3,134250.0,lamp broken,1,1,0,0,1,0
2912,002912.jpg,train2017,4,185212.0,scratch,1,1,1,0,0,0
2913,002913.jpg,train2017,4,136791.0,scratch,0,1,0,0,0,0
2915,002915.jpg,train2017,1,162834.0,dent,1,0,0,0,0,0
2916,002916.jpg,train2017,3,69950.0,scratch,0,1,1,0,0,0
2917,002917.jpg,train2017,2,87387.0,scratch,0,1,0,0,0,0
2918,002918.jpg,train2017,2,126213.0,scratch,0,1,0,0,0,0
2919,002919.jpg,train2017,2,13683.0,dent,1,1,0,0,0,0
2920,002920.jpg,train2017,3,9183.0,dent,1,1,1,0,0,0
2921,002921.jpg,train2017,6,62102.0,lamp broken,1,1,1,0,1,0
2926,002926.jpg,train2017,5,180156.0,dent,1,1,0,0,0,0
2927,002927.jpg,train2017,2,22371.0,dent,1,1,0,0,0,0
2928,002928.jpg,train2017,3,210606.0,lamp broken,1,0,0,0,1,0
2929,002929.jpg,train2017,4,299003.0,lamp broken,1,0,1,0,1,0
2930,002930.jpg,train2017,4,167854.0,lamp broken,1,0,1,0,1,0
2932,002932.jpg,train2017,3,267231.0,lamp broken,0,1,1,0,1,0
2935,002935.jpg,train2017,6,334915.0,scratch,1,1,1,0,1,0
2936,002936.jpg,train2017,7,308277.0,lamp broken,1,1,1,0,1,0
2937,002937.jpg,train2017,3,27499.0,dent,1,0,1,0,0,0
2938,002938.jpg,train2017,1,177071.0,scratch,0,1,0,0,0,0
2939,002939.jpg,train2017,2,42101.0,dent,1,1,0,0,0,0
2940,002940.jpg,train2017,2,214416.0,dent,1,1,0,0,0,0
2941,002941.jpg,train2017,2,204947.0,scratch,0,1,0,0,0,0
2942,002942.jpg,train2017,2,31336.0,scratch,0,1,1,0,0,0
2943,002943.jpg,train2017,1,375606.0,scratch,0,1,0,0,0,0
2944,002944.jpg,train2017,2,114586.0,dent,1,1,0,0,0,0
2945,002945.jpg,train2017,3,47280.0,scratch,0,1,1,0,0,0
2947,002947.jpg,train2017,2,507294.0,lamp broken,1,0,0,0,1,0
2948,002948.jpg,train2017,2,417183.0,lamp broken,1,0,0,0,1,0
2949,002949.jpg,train2017,2,6795.0,scratch,0,1,0,0,0,0
2950,002950.jpg,train2017,8,126687.0,dent,1,1,1,0,0,0
2951,002951.jpg,train2017,3,37646.0,dent,1,1,0,0,0,0
2952,002952.jpg,train2017,1,3087.0,crack,0,0,1,0,0,0
2955,002955.jpg,train2017,3,178555.0,scratch,0,1,1,0,0,0
2956,002956.jpg,train2017,3,125771.0,scratch,0,1,1,0,0,0
2957,002957.jpg,train2017,1,32315.0,scratch,0,1,0,0,0,0
2958,002958.jpg,train2017,1,123008.0,scratch,0,1,0,0,0,0
2959,002959.jpg,train2017,1,77161.0,scratch,0,1,0,0,0,0
2960,002960.jpg,train2017,2,112490.0,dent,1,0,0,0,0,0
2963,002963.jpg,train2017,2,193743.0,dent,1,0,0,0,0,0
2964,002964.jpg,train2017,1,26686.0,dent,1,0,0,0,0,0
2965,002965.jpg,train2017,1,137104.0,dent,1,0,0,0,0,0
2966,002966.jpg,train2017,1,307753.0,dent,1,0,0,0,0,0
2967,002967.jpg,train2017,2,235208.0,lamp broken,0,1,0,0,1,0
2968,002968.jpg,train2017,2,111394.0,scratch,1,1,0,0,0,0
2969,002969.jpg,train2017,2,36101.0,scratch,1,1,0,0,0,0
2970,002970.jpg,train2017,2,57358.0,scratch,1,1,0,0,0,0
2971,002971.jpg,train2017,3,89649.0,dent,1,0,0,0,0,0
2972,002972.jpg,train2017,1,69702.0,scratch,0,1,0,0,0,0
2973,002973.jpg,train2017,1,48422.0,dent,1,0,0,0,0,0
2974,002974.jpg,train2017,1,117952.0,dent,1,0,0,0,0,0
2975,002975.jpg,train2017,1,89734.0,dent,1,0,0,0,0,0
2976,002976.jpg,train2017,1,246706.0,dent,1,0,0,0,0,0
2977,002977.jpg,train2017,1,79863.0,dent,1,0,0,0,0,0
2978,002978.jpg,train2017,1,74358.0,dent,1,0,0,0,0,0
2979,002979.jpg,train2017,2,77332.0,dent,1,1,0,0,0,0
2980,002980.jpg,train2017,1,75238.0,dent,1,0,0,0,0,0
2981,002981.jpg,train2017,2,40955.0,lamp broken,1,0,0,0,1,0
2982,002982.jpg,train2017,2,22695.0,lamp broken,1,0,0,0,1,0
2983,002983.jpg,train2017,3,103385.0,lamp broken,1,1,0,0,1,0
2984,002984.jpg,train2017,2,146340.0,lamp broken,1,0,0,0,1,0
2985,002985.jpg,train2017,2,77820.0,lamp broken,1,0,0,0,1,0
2989,002989.jpg,train2017,2,2023.0,crack,0,0,1,0,0,0
2990,002990.jpg,train2017,4,269332.0,dent,1,1,0,0,0,0
2993,002993.jpg,train2017,5,87982.0,scratch,0,1,0,0,0,0
2994,002994.jpg,train2017,2,122903.0,scratch,1,1,0,0,0,0
2995,002995.jpg,train2017,2,177431.0,lamp broken,0,1,0,0,1,0
2997,002997.jpg,train2017,5,159360.0,dent,1,1,0,0,1,0
2998,002998.jpg,train2017,2,46718.0,dent,1,0,0,0,0,0
2999,002999.jpg,train2017,1,31219.0,dent,1,0,0,0,0,0
3000,003000.jpg,train2017,1,59445.0,dent,1,0,0,0,0,0
3001,003001.jpg,train2017,1,44351.0,scratch,0,1,0,0,0,0
3002,003002.jpg,train2017,2,193471.0,scratch,0,1,0,0,1,0
3003,003003.jpg,train2017,1,49304.0,dent,1,0,0,0,0,0
3004,003004.jpg,train2017,1,130636.0,scratch,0,1,0,0,0,0
3005,003005.jpg,train2017,1,20831.0,scratch,0,1,0,0,0,0
3006,003006.jpg,train2017,1,13081.0,scratch,0,1,0,0,0,0
3007,003007.jpg,train2017,2,56369.0,scratch,1,1,0,0,0,0
3008,003008.jpg,train2017,1,27772.0,scratch,0,1,0,0,0,0
3009,003009.jpg,train2017,1,26893.0,scratch,0,1,0,0,0,0
3010,003010.jpg,train2017,1,22359.0,scratch,0,1,0,0,0,0
3012,003012.jpg,train2017,1,151026.0,dent,1,0,0,0,0,0
3013,003013.jpg,train2017,1,103359.0,dent,1,0,0,0,0,0
3014,003014.jpg,train2017,1,202621.0,dent,1,0,0,0,0,0
3015,003015.jpg,train2017,1,76080.0,dent,1,0,0,0,0,0
3016,003016.jpg,train2017,2,185421.0,dent,1,1,0,0,0,0
3022,003022.jpg,train2017,5,256702.0,scratch,1,1,0,0,1,0
3023,003023.jpg,train2017,4,140452.0,dent,1,1,0,0,0,0
3024,003024.jpg,train2017,1,273787.0,glass shatter,0,0,0,1,0,0
3025,003025.jpg,train2017,1,338595.0,glass shatter,0,0,0,1,0,0
3026,003026.jpg,train2017,1,395843.0,glass shatter,0,0,0,1,0,0
3030,003030.jpg,train2017,1,265384.0,glass shatter,0,0,0,1,0,0
3031,003031.jpg,train2017,1,633184.0,glass shatter,0,0,0,1,0,0
3032,003032.jpg,train2017,1,270579.0,glass shatter,0,0,0,1,0,0
3033,003033.jpg,train2017,1,224214.0,glass shatter,0,0,0,1,0,0
3034,003034.jpg,train2017,1,547006.0,glass shatter,0,0,0,1,0,0
3035,003035.jpg,train2017,1,294339.0,glass shatter,0,0,0,1,0,0
3036,003036.jpg,train2017,3,218567.0,lamp broken,1,1,0,0,1,0
3037,003037.jpg,train2017,2,6411.0,crack,0,0,1,0,0,0
3038,003038.jpg,train2017,1,315101.0,glass shatter,0,0,0,1,0,0
3040,003040.jpg,train2017,2,432411.0,dent,1,0,0,0,1,0
3043,003043.jpg,train2017,1,628778.0,glass shatter,0,0,0,1,0,0
3044,003044.jpg,train2017,1,563623.0,glass shatter,0,0,0,1,0,0
3045,003045.jpg,train2017,1,306062.0,glass shatter,0,0,0,1,0,0
3046,003046.jpg,train2017,1,438387.0,glass shatter,0,0,0,1,0,0
3047,003047.jpg,train2017,1,288764.0,glass shatter,0,0,0,1,0,0
3048,003048.jpg,train2017,1,211975.0,glass shatter,0,0,0,1,0,0
3049,003049.jpg,train2017,1,247583.0,glass shatter,0,0,0,1,0,0
3052,003052.jpg,train2017,2,59225.0,dent,1,0,1,0,0,0
3053,003053.jpg,train2017,2,106874.0,crack,1,0,1,0,0,0
3055,003055.jpg,train2017,1,154284.0,glass shatter,0,0,0,1,0,0
3056,003056.jpg,train2017,1,127956.0,glass shatter,0,0,0,1,0,0
3057,003057.jpg,train2017,1,519187.0,glass shatter,0,0,0,1,0,0
3058,003058.jpg,train2017,1,335397.0,glass shatter,0,0,0,1,0,0
3059,003059.jpg,train2017,1,304095.0,glass shatter,0,0,0,1,0,0
3060,003060.jpg,train2017,1,312631.0,glass shatter,0,0,0,1,0,0
3061,003061.jpg,train2017,1,432233.0,glass shatter,0,0,0,1,0,0
3065,003065.jpg,train2017,1,356156.0,glass shatter,0,0,0,1,0,0
3066,003066.jpg,train2017,1,256206.0,glass shatter,0,0,0,1,0,0
3067,003067.jpg,train2017,1,416795.0,glass shatter,0,0,0,1,0,0
3068,003068.jpg,train2017,1,208901.0,glass shatter,0,0,0,1,0,0
3069,003069.jpg,train2017,1,357828.0,glass shatter,0,0,0,1,0,0
3070,003070.jpg,train2017,1,709092.0,glass shatter,0,0,0,1,0,0
3072,003072.jpg,train2017,2,450678.0,glass shatter,1,0,0,1,0,0
3075,003075.jpg,train2017,1,542539.0,glass shatter,0,0,0,1,0,0
3076,003076.jpg,train2017,1,667000.0,glass shatter,0,0,0,1,0,0
3077,003077.jpg,train2017,1,438731.0,glass shatter,0,0,0,1,0,0
3078,003078.jpg,train2017,1,590314.0,glass shatter,0,0,0,1,0,0
3079,003079.jpg,train2017,1,698592.0,glass shatter,0,0,0,1,0,0
3080,003080.jpg,train2017,1,667000.0,glass shatter,0,0,0,1,0,0
3081,003081.jpg,train2017,1,497543.0,glass shatter,0,0,0,1,0,0
3085,003085.jpg,train2017,1,405735.0,glass shatter,0,0,0,1,0,0
3086,003086.jpg,train2017,1,208879.0,glass shatter,0,0,0,1,0,0
3088,003088.jpg,train2017,5,175211.0,lamp broken,0,1,1,0,1,0
3089,003089.jpg,train2017,4,325278.0,lamp broken,0,1,1,0,1,0
3091,003091.jpg,train2017,6,158354.0,lamp broken,0,1,1,0,1,0
3092,003092.jpg,train2017,2,373038.0,glass shatter,1,0,0,1,0,0
3093,003093.jpg,train2017,1,370397.0,glass shatter,0,0,0,1,0,0
3094,003094.jpg,train2017,1,519957.0,glass shatter,0,0,0,1,0,0
3095,003095.jpg,train2017,3,487917.0,lamp broken,1,1,0,0,1,0
3096,003096.jpg,train2017,2,167633.0,lamp broken,0,1,0,0,1,0
3097,003097.jpg,train2017,1,635399.0,glass shatter,0,0,0,1,0,0
3098,003098.jpg,train2017,1,198658.0,glass shatter,0,0,0,1,0,0
3103,003103.jpg,train2017,1,210677.0,glass shatter,0,0,0,1,0,0
3104,003104.jpg,train2017,3,280356.0,glass shatter,1,1,0,1,0,0
3105,003105.jpg,train2017,1,68605.0,glass shatter,0,0,0,1,0,0
3106,003106.jpg,train2017,1,329736.0,glass shatter,0,0,0,1,0,0
3107,003107.jpg,train2017,2,248342.0,scratch,0,1,0,0,0,0
3108,003108.jpg,train2017,3,440043.0,lamp broken,0,1,1,0,1,0
3111,003111.jpg,train2017,1,255228.0,glass shatter,0,0,0,1,0,0
3112,003112.jpg,train2017,1,279813.0,glass shatter,0,0,0,1,0,0
3113,003113.jpg,train2017,2,360319.0,lamp broken,0,0,1,0,1,0
3114,003114.jpg,train2017,2,275272.0,glass shatter,1,0,0,1,0,0
3117,003117.jpg,train2017,1,408952.0,glass shatter,0,0,0,1,0,0
3118,003118.jpg,train2017,3,314843.0,glass shatter,1,0,1,1,0,0
3119,003119.jpg,train2017,1,55646.0,glass shatter,0,0,0,1,0,0
3120,003120.jpg,train2017,1,91486.0,glass shatter,0,0,0,1,0,0
3121,003121.jpg,train2017,1,369060.0,glass shatter,0,0,0,1,0,0
3122,003122.jpg,train2017,1,204738.0,glass shatter,0,0,0,1,0,0
3123,003123.jpg,train2017,1,414162.0,glass shatter,0,0,0,1,0,0
3126,003126.jpg,train2017,2,324727.0,lamp broken,1,0,0,0,1,0
3128,003128.jpg,train2017,3,293328.0,lamp broken,1,1,0,0,1,0
3129,003129.jpg,train2017,2,270584.0,lamp broken,1,0,0,0,1,0
3130,003130.jpg,train2017,3,49494.0,lamp broken,1,1,0,0,1,0
3131,003131.jpg,train2017,2,311627.0,lamp broken,1,0,0,0,1,0
3132,003132.jpg,train2017,1,148739.0,lamp broken,0,0,0,0,1,0
3133,003133.jpg,train2017,1,456093.0,glass shatter,0,0,0,1,0,0
3134,003134.jpg,train2017,1,162969.0,glass shatter,0,0,0,1,0,0
3135,003135.jpg,train2017,1,470157.0,glass shatter,0,0,0,1,0,0
3136,003136.jpg,train2017,1,510471.0,glass shatter,0,0,0,1,0,0
3137,003137.jpg,train2017,1,367055.0,glass shatter,0,0,0,1,0,0
3138,003138.jpg,train2017,1,310805.0,glass shatter,0,0,0,1,0,0
3139,003139.jpg,train2017,1,249002.0,glass shatter,0,0,0,1,0,0
3144,003144.jpg,train2017,4,197678.0,dent,1,0,0,0,1,0
3145,003145.jpg,train2017,4,174942.0,dent,1,0,0,0,1,0
3146,003146.jpg,train2017,6,354636.0,lamp broken,1,1,0,0,1,0
3147,003147.jpg,train2017,3,118847.0,lamp broken,1,1,0,0,1,0
3148,003148.jpg,train2017,1,371104.0,glass shatter,0,0,0,1,0,0
3149,003149.jpg,train2017,4,120240.0,scratch,1,1,1,0,0,0
3150,003150.jpg,train2017,1,569020.0,glass shatter,0,0,0,1,0,0
3151,003151.jpg,train2017,1,539071.0,glass shatter,0,0,0,1,0,0
3152,003152.jpg,train2017,1,352228.0,glass shatter,0,0,0,1,0,0
3153,003153.jpg,train2017,1,120280.0,glass shatter,0,0,0,1,0,0
3154,003154.jpg,train2017,1,65321.0,glass shatter,0,0,0,1,0,0
3155,003155.jpg,train2017,1,285198.0,glass shatter,0,0,0,1,0,0
3159,003159.jpg,train2017,1,668000.0,glass shatter,0,0,0,1,0,0
3160,003160.jpg,train2017,1,431459.0,glass shatter,0,0,0,1,0,0
3161,003161.jpg,train2017,1,333313.0,glass shatter,0,0,0,1,0,0
3162,003162.jpg,train2017,1,298229.0,glass shatter,0,0,0,1,0,0
3163,003163.jpg,train2017,1,372992.0,glass shatter,0,0,0,1,0,0
3164,003164.jpg,train2017,1,367896.0,glass shatter,0,0,0,1,0,0
3165,003165.jpg,train2017,1,649945.0,glass shatter,0,0,0,1,0,0
3169,003169.jpg,train2017,1,503327.0,glass shatter,0,0,0,1,0,0
3170,003170.jpg,train2017,1,390233.0,glass shatter,0,0,0,1,0,0
3171,003171.jpg,train2017,1,537205.0,glass shatter,0,0,0,1,0,0
3172,003172.jpg,train2017,1,507767.0,glass shatter,0,0,0,1,0,0
3173,003173.jpg,train2017,1,636830.0,glass shatter,0,0,0,1,0,0
3174,003174.jpg,train2017,1,647377.0,glass shatter,0,0,0,1,0,0
3177,003177.jpg,train2017,2,137339.0,lamp broken,0,1,0,0,1,0
3178,003178.jpg,train2017,3,10962.0,scratch,0,1,0,0,0,0
3179,003179.jpg,train2017,3,12303.0,scratch,0,1,0,0,0,0
3181,003181.jpg,train2017,2,131377.0,glass shatter,1,0,0,1,0,0
3183,003183.jpg,train2017,2,15752.0,scratch,0,1,0,0,0,0
3184,003184.jpg,train2017,4,52895.0,dent,1,1,1,0,0,0
3185,003185.jpg,train2017,3,23985.0,scratch,0,1,0,0,0,0
3186,003186.jpg,train2017,1,32214.0,scratch,0,1,0,0,0,0
3188,003188.jpg,train2017,4,46277.0,scratch,0,1,0,0,0,0
3189,003189.jpg,train2017,2,295307.0,scratch,0,1,0,0,0,0
3190,003190.jpg,train2017,2,285238.0,glass shatter,1,0,0,1,0,0
3191,003191.jpg,train2017,1,294060.0,glass shatter,0,0,0,1,0,0
3192,003192.jpg,train2017,1,180293.0,glass shatter,0,0,0,1,0,0
3193,003193.jpg,train2017,1,146510.0,glass shatter,0,0,0,1,0,0
3194,003194.jpg,train2017,1,488729.0,glass shatter,0,0,0,1,0,0
3195,003195.jpg,train2017,1,162707.0,scratch,0,1,0,0,0,0
3197,003197.jpg,train2017,1,128766.0,scratch,0,1,0,0,0,0
3198,003198.jpg,train2017,1,273409.0,glass shatter,0,0,0,1,0,0
3199,003199.jpg,train2017,1,357150.0,glass shatter,0,0,0,1,0,0
3202,003202.jpg,train2017,3,388140.0,lamp broken,0,1,1,0,1,0
3207,003207.jpg,train2017,1,329843.0,glass shatter,0,0,0,1,0,0
3208,003208.jpg,train2017,2,54733.0,glass shatter,0,0,1,1,0,0
3209,003209.jpg,train2017,1,301719.0,glass shatter,0,0,0,1,0,0
3210,003210.jpg,train2017,1,330470.0,glass shatter,0,0,0,1,0,0
3211,003211.jpg,train2017,1,514989.0,glass shatter,0,0,0,1,0,0
3212,003212.jpg,train2017,1,305264.0,glass shatter,0,0,0,1,0,0
3215,003215.jpg,train2017,3,40615.0,scratch,1,1,0,0,0,0
3216,003216.jpg,train2017,1,133942.0,scratch,0,1,0,0,0,0
3217,003217.jpg,train2017,1,71775.0,scratch,0,1,0,0,0,0
3218,003218.jpg,train2017,1,60320.0,dent,1,0,0,0,0,0
3219,003219.jpg,train2017,1,13993.0,scratch,0,1,0,0,0,0
3220,003220.jpg,train2017,1,81642.0,dent,1,0,0,0,0,0
3221,003221.jpg,train2017,1,54924.0,dent,1,0,0,0,0,0
3223,003223.jpg,train2017,2,29079.0,scratch,0,1,1,0,0,0
3224,003224.jpg,train2017,1,56848.0,scratch,0,1,0,0,0,0
3225,003225.jpg,train2017,4,225259.0,glass shatter,1,0,0,1,0,0
3227,003227.jpg,train2017,1,393225.0,glass shatter,0,0,0,1,0,0
3228,003228.jpg,train2017,2,107071.0,scratch,0,1,0,0,0,0
3229,003229.jpg,train2017,10,157040.0,glass shatter,1,0,0,1,0,0
3230,003230.jpg,train2017,1,107928.0,scratch,0,1,0,0,0,0
3231,003231.jpg,train2017,1,371808.0,glass shatter,0,0,0,1,0,0
3232,003232.jpg,train2017,1,581231.0,glass shatter,0,0,0,1,0,0
3236,003236.jpg,train2017,4,105157.0,dent,1,1,0,1,0,0
3237,003237.jpg,train2017,3,239913.0,glass shatter,0,1,0,1,0,0
3238,003238.jpg,train2017,5,85845.0,scratch,0,1,1,0,0,0
3239,003239.jpg,train2017,1,359896.0,glass shatter,0,0,0,1,0,0
3240,003240.jpg,train2017,1,586859.0,glass shatter,0,0,0,1,0,0
3241,003241.jpg,train2017,1,667000.0,glass shatter,0,0,0,1,0,0
3242,003242.jpg,train2017,2,196110.0,glass shatter,0,0,1,1,0,0
3243,003243.jpg,train2017,1,750723.0,glass shatter,0,0,0,1,0,0
3249,003249.jpg,train2017,1,358586.0,glass shatter,0,0,0,1,0,0
3250,003250.jpg,train2017,1,650487.0,glass shatter,0,0,0,1,0,0
3251,003251.jpg,train2017,1,260308.0,glass shatter,0,0,0,1,0,0
3252,003252.jpg,train2017,2,373569.0,glass shatter,0,1,0,1,0,0
3253,003253.jpg,train2017,1,561511.0,glass shatter,0,0,0,1,0,0
3254,003254.jpg,train2017,1,346191.0,glass shatter,0,0,0,1,0,0
3255,003255.jpg,train2017,1,601015.0,glass shatter,0,0,0,1,0,0
3260,003260.jpg,train2017,3,431050.0,lamp broken,0,1,1,0,1,0
3261,003261.jpg,train2017,1,516465.0,glass shatter,0,0,0,1,0,0
3262,003262.jpg,train2017,1,354878.0,glass shatter,0,0,0,1,0,0
3263,003263.jpg,train2017,1,596914.0,glass shatter,0,0,0,1,0,0
3264,003264.jpg,train2017,1,386280.0,glass shatter,0,0,0,1,0,0
3265,003265.jpg,train2017,1,422821.0,glass shatter,0,0,0,1,0,0
3266,003266.jpg,train2017,1,381208.0,glass shatter,0,0,0,1,0,0
3267,003267.jpg,train2017,1,227242.0,glass shatter,0,0,0,1,0,0
3269,003269.jpg,train2017,4,95570.0,dent,1,1,1,0,1,0
3272,003272.jpg,train2017,1,414819.0,glass shatter,0,0,0,1,0,0
3273,003273.jpg,train2017,1,137363.0,glass shatter,0,0,0,1,0,0
3275,003275.jpg,train2017,2,227689.0,lamp broken,0,1,0,0,1,0
3276,003276.jpg,train2017,1,349062.0,glass shatter,0,0,0,1,0,0
3277,003277.jpg,train2017,2,420502.0,glass shatter,1,0,0,1,0,0
3278,003278.jpg,train2017,1,679259.0,glass shatter,0,0,0,1,0,0
3279,003279.jpg,train2017,4,167577.0,lamp broken,1,1,1,0,1,0
3280,003280.jpg,train2017,3,182468.0,lamp broken,1,0,1,0,1,0
3281,003281.jpg,train2017,1,180328.0,dent,1,0,0,0,0,0
3282,003282.jpg,train2017,2,266127.0,dent,1,1,0,0,0,0
3286,003286.jpg,train2017,3,276750.0,lamp broken,0,1,0,0,1,0
3287,003287.jpg,train2017,1,608079.0,glass shatter,0,0,0,1,0,0
3288,003288.jpg,train2017,1,144316.0,glass shatter,0,0,0,1,0,0
3293,003293.jpg,train2017,1,303004.0,glass shatter,0,0,0,1,0,0
3294,003294.jpg,train2017,1,254531.0,glass shatter,0,0,0,1,0,0
3298,003298.jpg,train2017,1,518316.0,glass shatter,0,0,0,1,0,0
3299,003299.jpg,train2017,1,126006.0,glass shatter,0,0,0,1,0,0
3300,003300.jpg,train2017,2,255997.0,glass shatter,0,0,0,1,0,0
3304,003304.jpg,train2017,4,225470.0,glass shatter,0,0,1,1,0,0
3305,003305.jpg,train2017,7,232432.0,dent,1,1,1,0,1,0
3306,003306.jpg,train2017,1,463497.0,glass shatter,0,0,0,1,0,0
3307,003307.jpg,train2017,1,264995.0,glass shatter,0,0,0,1,0,0
3308,003308.jpg,train2017,3,227067.0,lamp broken,1,1,0,0,1,0
3310,003310.jpg,train2017,2,62740.0,scratch,0,1,0,0,0,0
3311,003311.jpg,train2017,1,504344.0,glass shatter,0,0,0,1,0,0
3312,003312.jpg,train2017,1,503824.0,glass shatter,0,0,0,1,0,0
3313,003313.jpg,train2017,1,469938.0,glass shatter,0,0,0,1,0,0
3314,003314.jpg,train2017,1,334826.0,glass shatter,0,0,0,1,0,0
3315,003315.jpg,train2017,1,570532.0,glass shatter,0,0,0,1,0,0
3319,003319.jpg,train2017,1,589422.0,glass shatter,0,0,0,1,0,0
3320,003320.jpg,train2017,1,43688.0,scratch,0,1,0,0,0,0
3321,003321.jpg,train2017,1,479986.0,glass shatter,0,0,0,1,0,0
3322,003322.jpg,train2017,1,351720.0,glass shatter,0,0,0,1,0,0
3323,003323.jpg,train2017,1,561196.0,glass shatter,0,0,0,1,0,0
3324,003324.jpg,train2017,2,332344.0,glass shatter,1,0,0,1,0,0
3325,003325.jpg,train2017,1,245619.0,glass shatter,0,0,0,1,0,0
3326,003326.jpg,train2017,1,563011.0,glass shatter,0,0,0,1,0,0
3330,003330.jpg,train2017,1,585724.0,glass shatter,0,0,0,1,0,0
3331,003331.jpg,train2017,1,258846.0,glass shatter,0,0,0,1,0,0
3332,003332.jpg,train2017,1,307253.0,glass shatter,0,0,0,1,0,0
3333,003333.jpg,train2017,1,450183.0,glass shatter,0,0,0,1,0,0
3334,003334.jpg,train2017,1,617452.0,glass shatter,0,0,0,1,0,0
3335,003335.jpg,train2017,6,86280.0,glass shatter,1,0,1,1,0,0
3336,003336.jpg,train2017,1,601097.0,glass shatter,0,0,0,1,0,0
3337,003337.jpg,train2017,1,297616.0,lamp broken,0,0,0,0,1,0
3339,003339.jpg,train2017,4,5844.0,crack,0,0,1,0,0,0
3341,003341.jpg,train2017,3,236007.0,lamp broken,1,0,1,0,1,0
3342,003342.jpg,train2017,3,412241.0,lamp broken,0,1,0,0,1,0
3343,003343.jpg,train2017,1,63764.0,lamp broken,0,0,0,0,1,0
3344,003344.jpg,train2017,1,229550.0,lamp broken,0,0,0,0,1,0
3346,003346.jpg,train2017,3,76900.0,scratch,0,1,0,0,0,0
3347,003347.jpg,train2017,2,99042.0,lamp broken,0,1,0,0,1,0
3349,003349.jpg,train2017,2,122162.0,lamp broken,0,1,0,0,1,0
3350,003350.jpg,train2017,2,53139.0,lamp broken,0,1,0,0,1,0
3351,003351.jpg,train2017,3,87373.0,lamp broken,1,1,0,0,1,0
3352,003352.jpg,train2017,2,27184.0,lamp broken,0,1,0,0,1,0
3353,003353.jpg,train2017,1,378364.0,lamp broken,0,0,0,0,1,0
3356,003356.jpg,train2017,2,33506.0,scratch,0,1,0,0,0,0
3357,003357.jpg,train2017,4,128344.0,lamp broken,0,1,1,0,1,0
3358,003358.jpg,train2017,1,136640.0,lamp broken,0,0,0,0,1,0
3359,003359.jpg,train2017,3,207897.0,lamp broken,0,1,0,0,1,0
3360,003360.jpg,train2017,4,220458.0,lamp broken,1,1,0,0,1,0
3361,003361.jpg,train2017,1,240070.0,lamp broken,0,0,0,0,1,0
3363,003363.jpg,train2017,5,63065.0,dent,1,1,0,0,0,0
3364,003364.jpg,train2017,4,241662.0,dent,1,1,0,0,0,0
3365,003365.jpg,train2017,2,281298.0,lamp broken,0,1,0,0,1,0
3366,003366.jpg,train2017,1,181731.0,lamp broken,0,0,0,0,1,0
3374,003374.jpg,train2017,1,438463.0,lamp broken,0,0,0,0,1,0
3375,003375.jpg,train2017,1,665290.0,lamp broken,0,0,0,0,1,0
3376,003376.jpg,train2017,1,656894.0,lamp broken,0,0,0,0,1,0
3377,003377.jpg,train2017,1,205661.0,lamp broken,0,0,0,0,1,0
3378,003378.jpg,train2017,1,191607.0,lamp broken,0,0,0,0,1,0
3379,003379.jpg,train2017,1,302032.0,lamp broken,0,0,0,0,1,0
3380,003380.jpg,train2017,1,313127.0,lamp broken,0,0,0,0,1,0
3381,003381.jpg,train2017,1,64368.0,lamp broken,0,0,0,0,1,0
3383,003383.jpg,train2017,2,92687.0,scratch,0,1,0,0,1,0
3384,003384.jpg,train2017,1,206955.0,scratch,0,1,0,0,0,0
3385,003385.jpg,train2017,1,195900.0,lamp broken,0,0,0,0,1,0
3386,003386.jpg,train2017,1,579177.0,lamp broken,0,0,0,0,1,0
3387,003387.jpg,train2017,2,21116.0,scratch,0,1,0,0,0,0
3388,003388.jpg,train2017,1,73533.0,scratch,0,1,0,0,0,0
3389,003389.jpg,train2017,2,60936.0,scratch,0,1,0,0,0,0
3390,003390.jpg,train2017,4,127443.0,lamp broken,1,0,0,0,1,0
3391,003391.jpg,train2017,2,198430.0,lamp broken,1,0,0,0,1,0
3393,003393.jpg,train2017,2,31717.0,lamp broken,0,0,1,0,1,0
3394,003394.jpg,train2017,2,267365.0,lamp broken,1,0,0,0,1,0
